t,regular,regular_dc_fast,regular_dc_slow,flag,pole,newspaper,door,football,dancing,snorkel,snorkel_flag,zomboni,dolphin,dolphin_flag,jack,balloon,digger,digger_flag,pogo,ladder,catapult,gargantuar
5934,159.662,,89.224,,,165.958,159.662,,,,,33.6963,,,,,255.653,252.991,,,,189.488
5935,159.652,,89.078,,,165.694,159.652,,,,,33.5963,,,,,255.699,253.034,,,,189.364
5936,159.641,,88.953,,,165.43,159.641,,,,,33.4963,,,,,255.745,253.077,,,,189.241
5937,159.631,,88.822,,,165.166,159.631,,,,,33.3963,,,,,255.791,253.12,,,,189.117
5938,159.621,,88.709,,,164.903,159.621,,,,,33.2963,,,,,255.837,253.164,,,,188.993
5939,159.611,,88.599,,,164.639,159.611,,,,,33.1963,,,,,255.883,253.207,,,,188.869
5940,159.6,,88.484,,,164.375,159.6,,,,,33.0963,,,,,255.929,253.25,,,,188.745
5941,159.59,,88.353,,,164.112,159.59,,,,,32.9963,,,,,255.975,253.293,,,,188.622
5942,159.58,,88.213,,,163.848,159.58,,,,,32.8963,,,,,256.021,253.336,,,,188.498
5943,159.569,,88.099,,,163.584,159.569,,,,,32.7963,,,,,256.067,253.379,,,,188.374
5944,159.559,,87.991,,,163.32,159.559,,,,,32.6963,,,,,256.113,253.423,,,,188.25
5945,159.549,,87.881,,,163.057,159.549,,,,,32.5963,,,,,256.159,253.466,,,,188.126
5946,159.539,,87.737,,,162.793,159.539,,,,,32.4963,,,,,256.206,253.509,,,,188.003
5947,159.528,,87.593,,,162.529,159.528,,,,,32.3963,,,,,256.252,253.552,,,,187.879
5948,159.518,,87.45,,,162.265,159.518,,,,,32.2963,,,,,256.298,253.595,,,,187.755
5949,159.508,,87.337,,,162.002,159.508,,,,,32.1963,,,,,256.344,253.639,,,,187.631
5950,159.498,,87.224,,,161.738,159.498,,,,,32.0963,,,,,256.39,253.682,,,,187.508
5951,159.487,,87.127,,,161.474,159.487,,,,,31.9963,,,,,256.436,253.725,,,,187.384
5952,159.477,,87.013,,,161.219,159.477,,,,,31.8963,,,,,256.482,253.768,,,,187.26
5953,159.467,,86.885,,,160.964,159.467,,,,,31.7963,,,,,256.528,253.811,,,,187.136
5954,159.457,,86.755,,,160.71,159.457,,,,,31.6963,,,,,256.574,253.854,,,,187.012
5955,159.313,,86.654,,,160.455,159.313,,,,,31.5963,,,,,256.62,253.898,,,,186.889
5956,159.169,,86.535,,,160.2,159.169,,,,,31.4963,,,,,256.666,253.941,,,,186.761
5957,159.026,,86.424,,,159.945,159.026,,,,,31.3963,,,,,256.709,253.984,,,,186.633
5958,158.882,,86.31,,,159.69,158.882,,,,,31.2963,,,,,256.752,254.027,,,,186.505
5959,158.757,,86.193,,,159.435,158.757,,,,,31.1963,,,,,256.796,254.07,,,,186.376
5960,158.747,,86.067,,,159.18,158.747,,,,,31.0963,,,,,256.839,254.114,,,,186.248
5961,158.737,,85.966,,,158.925,158.737,,,,,30.9963,,,,,256.882,254.157,,,,186.12
5962,158.727,,85.866,,,158.67,158.727,,,,,30.8963,,,,,256.925,254.2,,,,185.992
5963,158.716,,85.731,,,158.406,158.716,,,,,30.7963,,,,,256.968,254.243,,,,185.864
5964,158.706,,85.632,,,158.143,158.706,,,,,30.6963,,,,,257.011,254.286,,,,185.736
5965,158.696,,85.527,,,157.879,158.696,,,,,30.5963,,,,,257.055,254.329,,,,185.608
5966,158.686,,85.41,,,157.615,158.686,,,,,30.4963,,,,,257.098,254.373,,,,185.48
5967,158.676,,85.292,,,157.352,158.676,,,,,30.3963,,,,,257.141,254.416,,,,185.352
5968,158.665,,85.179,,,157.088,158.665,,,,,30.2963,,,,,257.184,254.459,,,,185.224
5969,158.655,,85.076,,,156.899,158.655,,,,,30.1963,,,,,257.227,254.502,,,,185.096
5970,158.645,,84.958,,,156.714,158.645,,,,,30.0963,,,,,257.271,254.545,,,,184.968
5971,158.635,,84.845,,,156.529,158.635,,,,,29.9963,,,,,257.314,254.589,,,,184.84
5972,158.625,,84.712,,,156.345,158.625,,,,,29.8963,,,,,257.357,254.632,,,,184.712
5973,158.614,,84.604,,,156.16,158.614,,,,,29.7963,,,,,257.4,254.675,,,,184.584
5974,158.604,,84.498,,,155.975,158.604,,,,,29.6963,,,,,257.443,254.718,,,,184.456
5975,158.594,,84.356,,,155.79,158.594,,,,,29.5963,,,,,257.486,254.761,,,,184.328
5976,158.584,,84.261,,,155.605,158.584,,,,,29.4963,,,,,257.53,254.804,,,,184.2
5977,158.574,,84.109,,,155.42,158.574,,,,,29.3963,,,,,257.573,254.848,,,,184.072
5978,158.563,,83.98,,,155.236,158.563,,,,,29.2963,,,,,257.616,254.891,,,,183.944
5979,158.553,,83.853,,,155.042,158.553,,,,,29.1963,,,,,257.659,254.934,,,,183.815
5980,158.543,,83.726,,,154.848,158.543,,,,,29.0963,,,,,257.702,254.977,,,,183.628
5981,158.533,,83.609,,,154.655,158.533,,,,,28.9963,,,,,257.746,255.02,,,,183.44
5982,158.523,,83.496,,,154.461,158.523,,,,,28.8963,,,,,257.789,255.066,,,,183.252
5983,158.512,,83.364,,,154.267,158.512,,,,,28.7963,,,,,257.832,255.113,,,,183.064
5984,158.502,,83.267,,,154.074,158.502,,,,,28.6963,,,,,257.875,255.159,,,,182.876
5985,158.492,,83.144,,,153.88,158.492,,,,,28.5963,,,,,257.918,255.205,,,,182.689
5986,158.482,,83.043,,,153.686,158.482,,,,,28.4963,,,,,257.961,255.251,,,,182.501
5987,158.471,,82.945,,,153.493,158.471,,,,,28.3963,,,,,258.005,255.297,,,,182.313
5988,158.461,,82.817,,,153.299,158.461,,,,,28.2963,,,,,258.048,255.343,,,,182.125
5989,158.318,,82.699,,,153.106,158.318,,,,,28.1963,,,,,258.091,255.389,,,,181.937
5990,158.176,,82.548,,,152.912,158.176,,,,,28.0963,,,,,258.134,255.435,,,,181.75
5991,158.039,,82.428,,,152.718,158.039,,,,,27.9963,,,,,258.177,255.481,,,,181.562
5992,157.906,,82.323,,,152.525,157.906,,,,,27.8963,,,,,258.252,255.527,,,,181.374
5993,157.774,,82.199,,,152.331,157.774,,,,,27.7963,,,,,258.327,255.573,,,,181.186
5994,157.641,,82.087,,,152.137,157.641,,,,,27.6963,,,,,258.402,255.619,,,,180.998
5995,157.508,,81.972,,,151.944,157.508,,,,,27.5963,,,,,258.477,255.665,,,,180.811
5996,157.376,,81.823,,,151.75,157.376,,,,,27.4963,,,,,258.552,255.711,,,,180.623
5997,157.243,,81.702,,,151.557,157.243,,,,,27.3963,,,,,258.626,255.757,,,,180.435
5998,157.11,,81.605,,,151.363,157.11,,,,,27.2963,,,,,258.701,255.803,,,,180.247
5999,156.988,,81.462,,,151.169,156.988,,,,,27.1963,,,,,258.776,255.849,,,,180.059
6000,156.866,,81.356,,,150.976,156.866,,,,,27.0963,,,,,258.851,255.895,,,,179.872
6001,156.743,,81.217,,,150.782,156.743,,,,,26.9963,,,,,258.926,255.941,,,,179.684
6002,156.621,,81.084,,,150.597,156.621,,,,,26.8963,,,,,259.001,255.987,,,,179.496
6003,156.498,,80.974,,,150.412,156.498,,,,,26.7963,,,,,259.075,256.034,,,,179.308
6004,156.376,,80.877,,,150.227,156.376,,,,,26.6963,,,,,259.15,256.08,,,,179.12
6005,156.254,,80.77,,,150.043,156.254,,,,,26.5963,,,,,259.225,256.126,,,,178.933
6006,156.131,,80.63,,,149.858,156.131,,,,,26.4963,,,,,259.3,256.172,,,,178.745
6007,156.009,,80.521,,,149.673,156.009,,,,,26.3963,,,,,259.375,256.218,,,,178.557
6008,155.886,,80.387,,,149.488,155.886,,,,,26.2963,,,,,259.449,256.264,,,,178.369
6009,155.754,,80.245,,,149.303,155.754,,,,,26.1963,,,,,259.524,256.31,,,,178.181
6010,155.621,,80.138,,,149.118,155.621,,,,,26.0963,,,,,259.599,256.356,,,,177.993
6011,155.488,,80.026,,,148.934,155.488,,,,,25.9963,,,,,259.674,256.402,,,,177.806
6012,155.356,,79.923,,,148.749,155.356,,,,,25.8963,,,,,259.749,256.448,,,,177.618
6013,155.223,,79.79,,,148.564,155.223,,,,,25.7963,,,,,259.824,256.494,,,,177.43
6014,155.09,,79.67,,,148.37,155.09,,,,,25.6963,,,,,259.898,256.54,,,,177.242
6015,154.958,,79.543,,,148.177,154.958,,,,,25.5963,,,,,259.973,256.586,,,,177.054
6016,154.825,,79.394,,,147.983,154.825,,,,,25.4963,,,,,260.048,256.632,,,,176.867
6017,154.693,,79.273,,,147.789,154.693,,,,,25.3963,,,,,260.123,256.678,,,,176.679
6018,154.56,,79.169,,,147.596,154.56,,,,,25.2963,,,,,260.198,256.721,,,,176.491
6019,154.427,,79.047,,,147.402,154.427,,,,,25.1963,,,,,260.273,256.765,,,,176.303
6020,154.295,,78.952,,,147.209,154.295,,,,,25.0963,,,,,260.347,256.808,,,,176.115
6021,154.162,,78.846,,,147.015,154.162,,,,,24.9963,,,,,260.422,256.851,,,,175.928
6022,154.029,,78.744,,,146.821,154.029,,,,,24.8963,,,,,260.497,256.894,,,,175.74
6023,153.897,,78.642,,,146.628,153.897,,,,,24.7963,,,,,260.572,256.937,,,,175.552
6024,153.764,,78.498,,,146.434,153.764,,,,,24.6963,,,,,260.647,256.981,,,,175.364
6025,153.632,,78.363,,,146.32,153.632,,,,,24.5963,,,,,260.722,257.024,,,,175.176
6026,153.499,,78.218,,,146.205,153.499,,,,,24.4963,,,,,260.796,257.067,,,,174.989
6027,153.366,,78.123,,,146.091,153.366,,,,,24.3963,,,,,260.871,257.11,,,,174.801
6028,153.234,,78.018,,,145.976,153.234,,,,,24.2963,,,,,260.946,257.153,,,,174.613
6029,153.101,,77.916,,,145.862,153.101,,,,,24.1963,,,,,261.021,257.196,,,,174.425
6030,152.968,,77.808,,,145.748,152.968,,,,,24.0963,,,,,261.096,257.24,,,,174.237
6031,152.836,,77.666,,,145.633,152.836,,,,,23.9963,,,,,261.171,257.283,,,,174.05
6032,152.703,,77.548,,,145.519,152.703,,,,,23.8963,,,,,261.245,257.326,,,,173.862
6033,152.571,,77.406,,,145.404,152.571,,,,,23.7963,,,,,261.32,257.369,,,,173.674
6034,152.438,,77.266,,,145.29,152.438,,,,,23.6963,,,,,261.395,257.412,,,,173.486
6035,152.305,,77.144,,,145.176,152.305,,,,,23.5963,,,,,261.47,257.456,,,,173.298
6036,152.173,,77.017,,,145.061,152.173,,,,,23.4963,,,,,261.545,257.499,,,,173.111
6037,152.04,,76.878,,,144.947,152.04,,,,,23.3963,,,,,261.62,257.542,,,,172.923
6038,151.907,,76.77,,,144.832,151.907,,,,,23.2963,,,,,261.694,257.585,,,,172.735
6039,151.775,,76.647,,,144.718,151.775,,,,,23.1963,,,,,261.769,257.628,,,,172.547
6040,151.642,,76.531,,,144.603,151.642,,,,,23.0963,,,,,261.844,257.671,,,,172.359
6041,151.51,,76.385,,,144.489,151.51,,,,,22.9963,,,,,261.919,257.715,,,,172.172
6042,151.377,,76.249,,,144.375,151.377,,,,,22.8963,,,,,261.994,257.758,,,,171.984
6043,151.244,,76.14,,,144.26,151.244,,,,,22.7963,,,,,262.069,257.801,,,,171.796
6044,151.112,,76.041,,,144.146,151.112,,,,,22.6963,,,,,262.143,257.844,,,,171.608
6045,150.979,,75.936,,,144.031,150.979,,,,,22.5963,,,,,262.218,257.887,,,,171.42
6046,150.846,,75.798,,,143.917,150.846,,,,,22.4963,,,,,262.293,257.931,,,,171.233
6047,150.714,,75.66,,,143.803,150.714,,,,,22.3963,,,,,262.368,257.974,,,,171.045
6048,150.581,,75.512,,,143.688,150.581,,,,,22.2963,,,,,262.443,258.017,,,,170.857
6049,150.459,,75.38,,,143.574,150.459,,,,,22.1963,,,,,262.517,258.06,,,,170.669
6050,150.336,,75.24,,,143.459,150.336,,,,,22.0963,,,,,262.592,258.103,,,,170.481
6051,150.214,,75.126,,,143.345,150.214,,,,,21.9963,,,,,262.667,258.146,,,,170.293
6052,150.091,,74.982,,,143.231,150.091,,,,,21.8963,,,,,262.742,258.19,,,,170.106
6053,149.969,,74.83,,,143.116,149.969,,,,,21.7963,,,,,262.817,258.264,,,,169.918
6054,149.847,,74.687,,,143.002,149.847,,,,,21.6963,,,,,262.892,258.339,,,,169.73
6055,149.724,,74.568,,,142.887,149.724,,,,,21.5963,,,,,262.966,258.414,,,,169.542
6056,149.602,,74.46,,,142.773,149.602,,,,,21.4963,,,,,263.041,258.489,,,,169.354
6057,149.479,,74.317,,,142.658,149.479,,,,,21.3963,,,,,263.116,258.564,,,,169.167
6058,149.357,,74.203,,,142.544,149.357,,,,,21.2963,,,,,263.191,258.639,,,,168.979
6059,149.234,,74.078,,,142.43,149.234,,,,,21.1963,,,,,263.266,258.713,,,,168.791
6060,149.112,,73.946,,,142.306,149.112,,,,,21.0963,,,,,263.341,258.788,,,,168.603
6061,148.99,,73.829,,,142.183,148.99,,,,,20.9963,,,,,263.415,258.863,,,,168.415
6062,148.867,,73.69,,,142.06,148.867,,,,,20.8963,,,,,263.49,258.938,,,,168.228
6063,148.745,,73.587,,,141.937,148.745,,,,,20.7963,,,,,263.565,259.013,,,,168.04
6064,148.622,,73.461,,,141.814,148.622,,,,,20.6963,,,,,263.637,259.088,,,,167.852
6065,148.5,,73.332,,,141.69,148.5,,,,,20.5963,,,,,263.709,259.162,,,,167.664
6066,148.378,,73.187,,,141.567,148.378,,,,,20.4963,,,,,263.781,259.237,,,,167.476
6067,148.255,,73.066,,,141.444,148.255,,,,,20.3963,,,,,263.853,259.312,,,,167.289
6068,148.133,,72.944,,,141.321,148.133,,,,,20.2963,,,,,263.925,259.387,,,,167.101
6069,148,,72.801,,,141.198,148,,,,,20.1963,,,,,263.997,259.462,,,,166.913
6070,147.867,,72.688,,,141.074,147.867,,,,,20.0963,,,,,264.069,259.537,,,,166.725
6071,147.735,,72.57,,,140.951,147.735,,,,,19.9963,,,,,264.141,259.611,,,,166.537
6072,147.602,,72.451,,,140.837,147.602,,,,,19.8963,,,,,264.213,259.686,,,,166.35
6073,147.47,,72.327,,,140.722,147.47,,,,,19.7963,,,,,264.285,259.761,,,,166.162
6074,147.337,,72.212,,,140.608,147.337,,,,,19.6963,,,,,264.357,259.836,,,,165.974
6075,147.204,,72.077,,,140.493,147.204,,,,,19.5963,,,,,264.429,259.911,,,,165.957
6076,147.072,,71.95,,,140.379,147.072,,,,,19.4963,,,,,264.501,259.986,,,,165.94
6077,146.939,,71.809,,,140.265,146.939,,,,,19.3963,,,,,264.573,260.06,,,,165.923
6078,146.806,,71.675,,,140.15,146.806,,,,,19.2963,,,,,264.645,260.135,,,,165.906
6079,146.684,,71.544,,,140.036,146.684,,,,,19.1963,,,,,264.716,260.21,,,,165.889
6080,146.562,,71.426,,,139.921,146.562,,,,,19.0963,,,,,264.788,260.285,,,,165.872
6081,146.439,,71.32,,,139.807,146.439,,,,,18.9963,,,,,264.86,260.36,,,,165.854
6082,146.317,,71.224,,,139.693,146.317,,,,,18.8963,,,,,264.932,260.435,,,,165.837
6083,146.194,,71.128,,,139.693,146.194,,,,,18.7963,,,,,265.004,260.509,,,,165.82
6084,146.072,,70.987,,,139.693,146.072,,,,,18.6963,,,,,265.076,260.584,,,,165.803
6085,145.949,,70.835,,,139.693,145.949,,,,,18.5963,,,,,265.148,260.659,,,,165.786
6086,145.827,,70.736,,,139.693,145.827,,,,,18.4963,,,,,265.22,260.734,,,,165.769
6087,145.705,,70.622,,,139.693,145.705,,,,,18.3963,,,,,265.292,260.809,,,,165.752
6088,145.582,,70.519,,,139.693,145.582,,,,,18.2963,,,,,265.364,260.883,,,,165.735
6089,145.45,,70.411,,,139.693,145.45,,,,,18.1963,,,,,265.436,260.958,,,,165.718
6090,145.317,,70.272,,,139.693,145.317,,,,,18.0963,,,,,265.508,261.033,,,,165.701
6091,145.184,,70.161,,,139.693,145.184,,,,,17.9963,,,,,265.58,261.108,,,,165.684
6092,145.052,,70.043,,,139.693,145.052,,,,,17.8963,,,,,265.652,261.183,,,,165.667
6093,144.919,,69.897,,,139.693,144.919,,,,,17.7963,,,,,265.724,261.258,,,,165.65
6094,144.786,,69.768,,,139.693,144.786,,,,,17.6963,,,,,265.796,261.332,,,,165.632
6095,144.654,,69.629,,,139.693,144.654,,,,,17.5963,,,,,265.868,261.407,,,,165.615
6096,144.521,,69.494,,,139.693,144.521,,,,,17.4963,,,,,265.94,261.482,,,,165.598
6097,144.389,,69.387,,,139.693,144.389,,,,,17.3963,,,,,266.012,261.557,,,,165.581
6098,144.256,,69.271,,,139.693,144.256,,,,,17.2963,,,,,266.084,261.632,,,,165.564
6099,144.123,,69.13,,,139.693,144.123,,,,,17.1963,,,,,266.159,261.707,,,,165.543
6100,143.991,,69.015,,,139.693,143.991,,,,,17.0963,,,,,266.233,261.781,,,,165.521
6101,143.858,,68.865,,,139.693,143.858,,,,,16.9963,,,,,266.308,261.856,,,,165.5
6102,143.725,,68.757,,,139.693,143.725,,,,,16.8963,,,,,266.383,261.931,,,,165.479
6103,143.593,,68.616,,,139.693,143.593,,,,,16.7963,,,,,266.458,262.006,,,,165.457
6104,143.46,,68.475,,,139.693,143.46,,,,,16.6963,,,,,266.533,262.081,,,,165.436
6105,143.327,,68.366,,,139.693,143.327,,,,,16.5963,,,,,266.608,262.156,,,,165.415
6106,143.195,,68.246,,,139.693,143.195,,,,,16.4963,,,,,266.682,262.23,,,,165.393
6107,143.131,,68.146,,,139.701,143.062,,,,,16.3963,,,,,266.757,262.305,,,,165.372
6108,143.131,,68.002,,,139.71,142.93,,,,,16.2963,,,,,266.832,262.38,,,,165.351
6109,143.131,,67.901,,,139.719,142.797,,,,,16.1963,,,,,266.907,262.455,,,,165.329
6110,143.131,,67.797,,,139.728,142.664,,,,,16.0963,,,,,266.982,262.53,,,,165.308
6111,142.911,,67.669,,,139.737,142.532,,,,,15.9963,,,,,267.056,262.605,,,,165.287
6112,142.79,,67.524,,,139.745,142.399,,,,,15.8963,,,,,267.131,262.679,,,,165.265
6113,142.79,,67.387,,,139.754,142.266,,,,,15.7963,,,,,267.206,262.754,,,,165.244
6114,142.79,,67.235,,,139.763,142.134,,,,,15.6963,,,,,267.281,262.829,,,,165.223
6115,142.79,,67.102,,,139.772,142.001,,,,,15.5963,,,,,267.356,262.904,,,,165.201
6116,142.79,,67.001,,,139.781,141.869,,,,,15.4963,,,,,267.431,262.979,,,,165.18
6117,142.79,,66.905,,,139.789,141.736,,,,,15.3963,,,,,267.505,263.054,,,,165.159
6118,142.79,,66.766,,,139.789,141.603,,,,,15.2963,,,,,267.58,263.128,,,,165.137
6119,142.79,,66.654,,,139.789,141.471,,,,,15.1963,,,,,267.655,263.203,,,,165.116
6120,142.79,,66.503,,,139.789,141.338,,,,,15.0963,,,,,267.73,263.278,,,,165.095
6121,142.79,,66.384,,,139.789,141.205,,,,,14.9963,,,,,267.805,263.353,,,,165.073
6122,142.79,,66.254,,,139.789,141.073,,,,,14.8963,,,,,267.88,263.428,,,,165.052
6123,142.79,,66.125,,,139.789,140.94,,,,,14.7963,,,,,267.954,263.503,,,,165.035
6124,142.79,,65.996,,,139.789,140.808,,,,,14.6963,,,,,268.029,263.577,,,,165.018
6125,142.79,,65.895,,,139.789,140.675,,,,,14.5963,,,,,268.104,263.649,,,,165.001
6126,142.79,,65.753,,,139.789,140.542,,,,,14.4963,,,,,268.179,263.721,,,,164.984
6127,142.79,,65.615,,,139.789,140.41,,,,,14.3963,,,,,268.254,263.793,,,,164.966
6128,142.79,,65.512,,,139.789,140.277,,,,,14.2963,,,,,268.329,263.865,,,,164.949
6129,142.79,,65.377,,,139.789,140.155,,,,,14.1963,,,,,268.403,263.937,,,,164.932
6130,142.79,,65.245,,,139.701,140.032,,,,,14.0963,,,,,268.478,264.009,,,,164.915
6131,142.79,,65.111,,,139.613,139.91,,,,,13.9963,,,,,268.553,264.081,,,,164.898
6132,142.79,,64.989,,,139.525,139.787,,,,,13.8963,,,,,268.628,264.153,,,,164.881
6133,142.79,,64.861,,,139.437,139.665,,,,,13.7963,,,,,268.703,264.225,,,,164.864
6134,142.79,,64.745,,,139.349,139.542,,,,,13.6963,,,,,268.778,264.297,,,,164.847
6135,142.79,,64.642,,,139.261,139.42,,,,,13.5963,,,,,268.867,264.369,,,,164.83
6136,142.79,,64.528,,,139.173,139.298,,,,,13.4963,,,,,268.956,264.441,,,,164.813
6137,142.79,,64.389,,,139.085,139.175,,,,,13.3963,,,,,269.045,264.513,,,,164.796
6138,142.7,,64.282,,,138.997,139.053,,,,,13.2963,,,,,269.134,264.585,,,,164.779
6139,142.7,,64.138,,,138.909,139.027,,,,,13.1963,,,,,269.224,264.657,,,,164.762
6140,142.7,,64.026,,,138.821,139.017,,,,,13.0963,,,,,269.313,264.729,,,,164.745
6141,142.7,,63.905,,,138.733,139.006,,,,,12.9963,,,,,269.402,264.801,,,,164.727
6142,142.7,,63.792,,,138.645,138.996,,,,,12.8963,,,,,269.491,264.873,,,,164.71
6143,142.7,,63.688,,,138.557,138.986,,,,,12.7963,,,,,269.581,264.945,,,,164.693
6144,142.565,,63.562,,,138.469,138.976,,,,,12.6963,,,,,269.67,265.017,,,,164.676
6145,142.565,,63.423,,,138.381,138.965,,,,,12.5963,,,,,269.759,265.089,,,,164.659
6146,142.346,,63.316,,,138.293,138.955,,,,,12.4963,,,,,269.848,265.16,,,,164.642
6147,142.127,,63.217,,,138.205,138.945,,,,,12.3963,,,,,269.938,265.232,,,,164.621
6148,142.044,,63.11,,,138.117,138.934,,,,,12.2963,,,,,270.027,265.304,,,,164.599
6149,141.995,,63.001,,,138.029,138.924,,,,,12.1963,,,,,270.116,265.376,,,,164.578
6150,141.995,,62.9,,,137.941,138.914,,,,,12.0963,,,,,270.205,265.448,,,,164.557
6151,141.995,,62.76,,,137.853,138.903,,,,,11.9963,,,,,270.295,265.52,,,,164.535
6152,141.995,,62.627,,,137.765,138.893,,,,,11.8963,,,,,270.384,265.592,,,,164.514
6153,141.995,,62.524,,,137.686,138.883,,,,,11.7963,,,,,270.473,265.664,,,,164.493
6154,141.995,,62.399,,,137.607,138.873,,,,,11.6963,,,,,270.562,265.736,,,,164.471
6155,141.995,,62.293,,,137.528,138.862,,,,,11.5963,,,,,270.651,265.808,,,,164.45
6156,141.776,,62.181,,,137.448,138.852,,,,,11.4963,,,,,270.741,265.88,,,,164.429
6157,141.67,,62.032,,,137.369,138.666,,,,,11.3963,,,,,270.83,265.952,,,,164.407
6158,141.67,,61.901,,,137.29,138.481,,,,,11.2963,,,,,270.919,266.024,,,,164.386
6159,141.451,,61.785,,,137.211,138.295,,,,,11.1963,,,,,271.008,266.096,,,,164.365
6160,141.232,,61.659,,,137.131,138.257,,,,,11.0963,,,,,271.098,266.171,,,,164.343
6161,141.013,,61.516,,,137.052,138.257,,,,,10.9963,,,,,271.187,266.246,,,,164.322
6162,140.795,,61.375,,,136.973,138.257,,,,,10.8963,,,,,271.276,266.32,,,,164.301
6163,140.576,,61.262,,,136.894,138.257,,,,,10.7963,,,,,271.365,266.395,,,,164.279
6164,140.357,,61.147,,,136.815,138.257,,,,,10.6963,,,,,271.455,266.47,,,,164.258
6165,140.138,,61.038,,,136.727,138.257,,,,,10.5963,,,,,271.544,266.545,,,,164.236
6166,139.919,,60.938,,,136.639,138.257,,,,,10.4963,,,,,271.633,266.62,,,,164.215
6167,139.7,,60.794,,,136.551,138.257,,,,,10.3963,,,,,271.722,266.695,,,,164.194
6168,139.482,,60.67,,,136.463,138.257,,,,,10.2963,,,,,271.811,266.769,,,,164.172
6169,139.263,,60.533,,,136.375,138.257,,,,,10.1963,,,,,271.901,266.844,,,,164.151
6170,139.044,,60.436,,,136.287,138.257,,,,,10.0963,,,,,271.99,266.919,,,,164.13
6171,138.825,,60.303,,,136.199,138.257,,,,,9.99626,,,,,272.076,266.994,,,,164.113
6172,138.606,,60.154,,,136.111,138.257,,,,,9.89626,,,,,272.163,267.069,,,,164.096
6173,138.388,,60.018,,,136.023,138.257,,,,,9.79626,,,,,272.249,267.144,,,,164.079
6174,138.257,,59.901,,,135.935,138.257,,,,,9.69626,,,,,272.335,267.218,,,,164.061
6175,138.257,,59.777,,,135.846,138.257,,,,,9.59626,,,,,272.422,267.293,,,,164.044
6176,138.257,,59.644,,,135.758,138.257,,,,,9.49626,,,,,272.508,267.368,,,,164.027
6177,138.257,,59.5,,,135.67,138.257,,,,,9.39626,,,,,272.595,267.443,,,,164.01
6178,138.257,,59.37,,,135.582,138.257,,,,,9.29626,,,,,272.681,267.518,,,,163.993
6179,138.257,,59.265,,,135.494,138.257,,,,,9.19626,,,,,272.767,267.593,,,,163.976
6180,138.257,,59.139,,,135.406,138.257,,,,,9.09626,,,,,272.854,267.667,,,,163.959
6181,138.257,,58.992,,,135.318,138.257,,,,,8.99626,,,,,272.94,267.742,,,,163.942
6182,138.257,,58.894,,,135.23,138.257,,,,,8.89626,,,,,273.026,267.817,,,,163.925
6183,138.257,,58.759,,,135.142,138.257,,,,,8.79626,,,,,273.113,267.892,,,,163.908
6184,138.257,,58.657,,,135.054,138.257,,,,,8.69625,,,,,273.199,267.967,,,,163.891
6185,138.257,,58.515,,,134.966,138.257,,,,,8.59625,,,,,273.285,268.042,,,,163.874
6186,138.257,,58.417,,,134.878,138.257,,,,,8.49625,,,,,273.372,268.116,,,,163.857
6187,138.257,,58.312,,,134.79,138.257,,,,,8.39625,,,,,273.458,268.191,,,,163.839
6188,138.257,,58.161,,,134.606,138.257,,,,,8.29625,,,,,273.545,268.266,,,,163.822
6189,138.257,,58.014,,,134.421,138.257,,,,,8.19625,,,,,273.631,268.341,,,,163.805
6190,138.257,,57.887,,,134.236,138.257,,,,,8.09625,,,,,273.717,268.416,,,,163.788
6191,138.257,,57.755,,,134.051,138.257,,,,,7.99625,,,,,273.804,268.49,,,,163.771
6192,138.257,,57.657,,,133.866,138.257,,,,,7.89625,,,,,273.89,268.565,,,,163.754
6193,138.257,,57.543,,,133.681,138.257,,,,,7.79625,,,,,273.976,268.64,,,,163.737
6194,138.011,,57.398,,,133.497,138.011,,,,,7.69625,,,,,274.063,268.715,,,,163.72
6195,137.764,,57.266,,,133.312,137.764,,,,,7.59625,,,,,274.149,268.79,,,,163.647
6196,137.518,,57.122,,,133.127,137.518,,,,,7.49625,,,,,274.235,268.879,,,,163.575
6197,137.418,,56.981,,,132.942,137.418,,,,,7.39625,,,,,274.322,268.968,,,,163.502
6198,137.418,,56.85,,,132.757,137.418,,,,,7.29625,,,,,274.408,269.057,,,,163.43
6199,137.418,,56.716,,,132.572,137.418,,,,,7.19625,,,,,274.495,269.147,,,,163.357
6200,137.408,,56.613,,,132.379,137.408,,,,,7.09625,,,,,274.581,269.236,,,,163.285
6201,137.398,,56.503,,,132.185,137.398,,,,,6.99625,,,,,274.667,269.325,,,,163.212
6202,137.387,,56.373,,,131.991,137.387,,,,,6.89625,,,,,274.754,269.414,,,,163.139
6203,137.377,,56.245,,,131.798,137.377,,,,,6.79625,,,,,274.84,269.504,,,,163.067
6204,137.367,,56.107,,,131.604,137.367,,,,,6.69625,,,,,274.926,269.593,,,,162.994
6205,137.357,,56.004,,,131.411,137.357,,,,,6.59625,,,,,275.013,269.682,,,,162.922
6206,137.347,,55.884,,,131.217,137.347,,,,,6.49625,,,,,275.099,269.771,,,,162.849
6207,137.336,,55.773,,,131.023,137.336,,,,,6.39625,,,,,275.188,269.861,,,,162.777
6208,137.326,,55.62,,,130.83,137.326,,,,,6.29625,,,,,275.278,269.95,,,,162.704
6209,137.316,,55.5,,,130.636,137.316,,,,,6.19625,,,,,275.367,270.039,,,,162.632
6210,137.306,,55.362,,,130.442,137.306,,,,,6.09625,,,,,275.456,270.128,,,,162.559
