t,regular,regular_dc_fast,regular_dc_slow,flag,pole,newspaper,door,football,dancing,snorkel,snorkel_flag,zomboni,dolphin,dolphin_flag,jack,balloon,digger,digger_flag,pogo,ladder,catapult,gargantuar
3070,227.962,223.825,301.769,136.177,-138.806,227.44,227.962,,,142.805,167.168,316.506,,,,,93.974,90.111,,,,280.708
3071,227.765,223.623,301.639,135.937,-139.122,227.129,227.765,,,142.605,166.968,316.406,,,,,94.057,90.16,,,,280.681
3072,227.568,223.405,301.435,135.678,-139.437,226.832,227.568,,,142.405,166.768,316.306,,,,,94.141,90.209,,,,280.654
3073,227.371,223.237,301.241,135.418,-139.792,226.535,227.371,,,142.205,166.568,316.206,,,,,94.224,90.258,,,,280.626
3074,227.174,223.015,301.086,135.159,-140.146,226.238,227.174,,,142.005,166.368,316.106,,,,,94.308,90.307,,,,280.599
3075,226.977,222.849,300.933,134.899,-140.462,225.941,226.977,,,141.805,166.168,316.006,,,,,94.391,90.356,,,,280.571
3076,226.78,222.652,300.734,134.64,-140.777,225.644,226.78,,,141.605,165.968,315.906,,,,,94.475,90.405,,,,280.544
3077,226.584,222.447,300.55,134.38,-141.092,225.347,226.584,,,141.405,165.768,315.806,,,,,94.558,90.454,,,,280.517
3078,226.387,222.303,300.395,134.121,-141.407,225.05,226.387,,,141.205,165.568,315.706,,,,,94.642,90.503,,,,280.489
3079,226.19,222.136,300.234,133.861,-141.723,224.739,226.19,,,141.005,165.368,315.606,,,,,94.725,90.552,,,,280.462
3080,225.993,221.988,300.095,133.602,-142.077,224.428,225.993,,,140.805,165.168,315.506,,,,,94.808,90.601,,,,280.434
3081,225.796,221.805,299.917,133.342,-142.432,224.117,225.796,,,140.605,164.968,315.406,,,,,94.892,90.65,,,,280.407
3082,225.599,221.631,299.786,133.083,-142.787,223.806,225.599,,,140.405,164.768,315.306,,,,,94.975,90.699,,,,280.379
3083,225.419,221.436,299.607,132.823,-143.102,223.495,225.419,,,140.205,164.568,315.206,,,,,95.059,90.748,,,,280.352
3084,225.238,221.265,299.417,132.564,-143.417,223.184,225.238,,,140.005,164.368,315.106,,,,,95.142,90.796,,,,280.318
3085,225.058,221.095,299.253,132.304,-143.733,222.873,225.058,,,139.805,164.168,315.006,,,,,95.226,90.845,,,,280.284
3086,224.878,220.941,299.111,132.045,-144.048,222.689,224.878,,,139.605,163.968,314.906,,,,,95.309,90.894,,,,280.249
3087,224.697,220.774,298.975,131.785,-144.363,222.505,224.697,,,139.405,163.768,314.806,,,,,95.393,90.943,,,,280.215
3088,224.517,220.595,298.846,131.526,-144.718,222.322,224.517,,,139.205,163.568,314.706,,,,,95.476,90.992,,,,280.181
3089,224.336,220.384,298.718,131.266,-145.073,222.138,224.336,,,139.005,163.368,314.606,,,,,95.56,91.041,,,,280.146
3090,224.123,220.177,298.571,131.007,-145.427,221.954,224.123,,,138.805,163.168,314.506,,,,,95.643,91.09,,,,280.112
3091,223.91,219.996,298.378,130.747,-145.743,221.77,223.91,,,138.605,162.968,314.406,,,,,95.727,91.139,,,,280.078
3092,223.696,219.805,298.226,130.508,-146.058,221.586,223.696,,,138.405,162.768,314.306,,,,,95.81,91.188,,,,280.044
3093,223.483,219.595,298.039,130.268,-146.373,221.402,223.483,,,138.205,162.568,314.206,,,,,95.894,91.237,,,,280.009
3094,223.27,219.456,297.895,130.029,-146.689,221.219,223.27,,,138.005,162.368,314.106,,,,,95.977,91.286,,,,279.975
3095,223.057,219.296,297.721,129.789,-147.004,221.035,223.057,,,137.805,162.168,314.006,,,,,96.061,91.335,,,,279.941
3096,222.876,219.101,297.563,129.55,-147.359,220.851,222.876,,,137.605,161.968,313.906,,,,,96.144,91.384,,,,279.907
3097,222.696,218.942,297.392,129.31,-147.713,220.667,222.696,,,137.405,161.768,313.806,,,,,96.228,91.433,,,,279.872
3098,222.515,218.783,297.213,129.071,-148.068,220.483,222.515,,,137.205,161.568,313.706,,,,,96.311,91.482,,,,279.838
3099,222.331,218.625,297.078,128.831,-148.383,220.3,222.331,,,137.005,161.368,313.606,,,,,96.394,91.53,,,,279.811
3100,222.052,218.48,296.893,128.592,-148.699,220.116,222.052,,,136.805,161.168,313.506,,,,,96.478,91.579,,,,279.783
3101,221.757,218.322,296.717,128.352,-149.014,219.932,221.757,,,136.605,160.968,313.406,,,,,96.561,91.628,,,,279.756
3102,221.461,218.165,296.546,128.092,-149.329,219.748,221.461,,,136.405,160.768,313.306,,,,,96.645,91.712,,,,279.728
3103,221.166,217.99,296.345,127.833,-149.645,219.564,221.166,,,136.205,160.568,313.206,,,,,96.728,91.795,,,,279.701
3104,220.871,217.804,296.163,127.574,-149.999,219.381,220.871,,,136.005,160.368,313.106,,,,,96.812,91.879,,,,279.674
3105,220.575,217.584,296.017,127.314,-150.354,219.197,220.575,,,135.805,160.168,313.006,,,,,96.895,91.962,,,,279.646
3106,220.28,217.397,295.877,127.055,,219.013,220.28,,,135.605,159.968,312.906,,,,,96.979,92.046,,,,279.619
3107,220.231,217.195,295.714,126.795,,218.829,220.231,,,135.406,159.768,312.806,,,,,97.062,92.129,,,,279.591
3108,219.936,217.002,295.527,126.555,,218.631,219.936,,,135.206,159.568,312.706,,,,,97.146,92.213,,,,279.564
3109,219.641,216.846,295.366,126.316,,218.433,219.641,,,135.006,159.368,312.606,,,,,97.229,92.296,,,,279.537
3110,219.625,216.648,295.196,126.076,,218.235,219.625,,,134.806,159.168,312.506,,,,,97.313,92.38,,,,279.509
3111,219.608,216.427,295.059,125.837,,218.037,219.608,,,134.606,158.968,312.406,,,,,97.396,92.463,,,,279.482
3112,219.592,216.238,294.914,125.597,,217.839,219.592,,,134.406,158.768,312.306,,,,,97.48,92.547,,,,279.454
3113,219.357,216.047,294.721,125.338,,217.641,219.357,,,134.206,158.568,312.206,,,,,97.563,92.63,,,,279.427
3114,219.079,215.841,294.526,125.078,,217.443,219.079,,,134.006,158.368,312.106,,,,,97.647,92.713,,,,279.393
3115,218.802,215.677,294.376,124.819,,217.26,218.802,,,133.806,158.168,312.006,,,,,97.73,92.797,,,,279.358
3116,218.524,215.479,294.238,124.559,,217.076,218.524,,,133.606,157.968,311.906,,,,,97.814,92.88,,,,279.324
3117,218.247,215.304,294.044,124.3,,216.892,218.247,,,133.406,157.768,311.806,,,,,97.897,92.964,,,,279.29
3118,217.953,215.108,293.905,124.04,,216.708,217.953,,,133.206,157.568,311.706,,,,,97.98,93.047,,,,279.256
3119,217.659,214.948,293.715,123.781,,216.524,217.659,,,133.006,157.368,311.606,,,,,98.064,93.131,,,,279.221
3120,217.365,214.802,293.532,123.521,,216.341,217.365,,,132.806,157.168,311.506,,,,,98.147,93.214,,,,279.187
3121,217.072,214.63,293.38,123.262,,216.157,217.072,,,132.606,156.968,311.406,,,,,98.231,93.298,,,,279.153
3122,216.778,214.422,293.237,123.002,,216.157,216.778,,,132.406,156.768,311.306,,,,,98.314,93.381,,,,279.118
3123,216.484,214.277,293.062,122.743,,215.973,216.484,,,132.206,156.568,311.206,,,,,98.398,93.465,,,,279.084
3124,216.19,214.088,292.923,122.483,,215.79,216.19,,,132.006,156.368,311.106,,,,,98.481,93.548,,,,279.05
3125,216.174,213.886,292.769,122.224,,215.606,216.174,,,131.806,156.168,311.006,,,,,98.565,93.632,,,,279.016
3126,216.158,213.682,292.62,121.964,,215.423,216.158,,,131.606,155.968,310.906,,,,,98.648,93.715,,,,278.981
3127,216.141,213.502,292.447,121.705,,215.239,216.141,,,131.406,155.768,310.806,,,,,98.732,93.799,,,,278.947
3128,216.125,213.336,292.259,121.446,,215.239,216.125,,,131.206,155.568,310.706,,,,,98.815,93.882,,,,278.913
3129,216.109,213.127,292.073,121.186,,215.239,216.109,,,131.006,155.368,310.606,,,,,98.899,93.966,,,,278.885
3130,216.092,212.907,291.926,120.927,,215.239,216.092,,,130.806,155.168,310.506,,,,,98.982,94.049,,,,278.858
3131,216.092,212.718,291.77,120.667,,215.239,216.092,,,130.606,154.968,310.406,,,,,99.066,94.133,,,,278.831
3132,216.092,212.524,291.596,120.408,,215.239,216.092,,,130.406,154.768,310.306,,,,,99.149,94.216,,,,278.803
3133,216.092,212.379,291.455,120.168,,215.181,216.092,,,130.206,154.568,310.206,,,,,99.233,94.299,,,,278.776
3134,216.092,212.205,291.3,119.928,,214.998,216.092,,,130.006,154.368,310.106,,,,,99.316,94.383,,,,278.748
3135,216.092,211.981,291.104,119.689,,214.815,216.092,,,129.806,154.168,310.006,,,,,99.4,94.466,,,,278.721
3136,216.092,211.81,290.9,119.449,,214.632,216.092,,,129.606,153.968,309.906,,,,,99.483,94.55,,,,278.694
3137,216.076,211.654,290.762,119.21,,214.632,216.076,,,129.406,153.768,309.806,,,,,99.566,94.633,,,,278.666
3138,216.06,211.505,290.613,118.95,,214.632,216.06,,,129.206,153.568,309.706,,,,,99.65,94.717,,,,278.639
3139,216.044,211.347,290.421,118.691,,214.632,216.044,,,129.006,153.368,309.606,,,,,99.733,94.8,,,,278.611
3140,216.027,211.146,290.272,118.431,,214.632,216.027,,,128.806,153.168,309.506,,,,,99.817,94.884,,,,278.584
3141,216.011,210.995,290.095,118.172,,214.632,216.011,,,128.606,152.968,309.406,,,,,99.9,94.967,,,,278.472
3142,215.995,210.845,289.953,117.912,,214.632,215.995,,,128.406,152.768,309.306,,,,,99.984,95.051,,,,278.355
3143,215.962,210.687,289.755,117.892,,214.632,215.962,,,128.206,152.568,309.206,,,,,100.067,95.134,,,,278.238
3144,215.929,210.458,289.596,117.873,,214.632,215.929,,,128.006,152.368,309.106,,,,,100.151,95.218,,,,278.122
3145,215.897,210.318,289.394,117.853,,214.632,215.897,,,127.806,152.168,309.006,,,,,100.234,95.301,,,,278.005
3146,215.864,210.137,289.237,117.833,,214.632,215.864,,,127.606,151.968,308.906,,,,,100.318,95.385,,,,277.888
3147,215.831,209.95,289.067,117.813,,214.632,215.831,,,127.406,151.768,308.806,,,,,100.401,95.468,,,,277.772
3148,215.799,209.805,288.886,117.793,,214.632,215.799,,,127.206,151.568,308.706,,,,,100.485,95.552,,,,277.655
3149,215.766,209.641,288.727,117.773,,214.632,215.766,,,127.006,151.368,308.606,,,,,100.568,95.635,,,,277.538
3150,215.75,209.489,288.569,117.753,,214.632,215.75,,,126.806,151.168,308.506,,,,,100.652,95.719,,,,277.422
3151,215.733,209.315,288.406,117.733,,214.647,215.733,,,126.606,150.968,308.406,,,,,100.735,95.802,,,,277.305
3152,215.717,209.091,288.243,117.713,,214.661,215.717,,,126.406,150.768,308.306,,,,,100.819,95.885,,,,277.188
3153,215.701,208.887,288.081,117.693,,214.675,215.701,,,126.206,150.568,308.206,,,,,100.902,95.969,,,,277.072
3154,215.684,208.695,287.935,117.693,,214.689,215.684,,,126.006,150.368,308.106,,,,,100.986,96.052,,,,276.955
3155,215.668,208.469,287.779,117.693,,214.703,215.668,,,125.806,150.168,308.006,,,,,101.069,96.136,,,,276.838
3156,215.668,208.308,287.638,117.693,,214.717,215.668,,,125.606,149.968,307.906,,,,,101.152,96.219,,,,276.722
3157,215.668,208.139,287.459,117.693,,214.731,215.668,,,125.406,149.768,307.806,,,,,101.236,96.303,,,,276.605
3158,215.668,207.915,287.268,117.693,,214.745,215.668,,,125.206,149.568,307.706,,,,,101.319,96.386,,,,276.488
3159,215.668,207.726,287.106,117.673,,214.745,215.668,,,125.006,149.368,307.606,,,,,101.403,96.47,,,,276.372
3160,215.668,207.552,286.945,117.653,,214.745,215.668,,,124.806,149.168,307.506,,,,,101.486,96.553,,,,276.255
3161,215.516,207.36,286.782,117.633,,214.632,215.668,,,124.606,148.968,307.406,,,,,101.57,96.637,,,,276.138
3162,215.311,207.222,286.591,117.613,,214.491,215.652,,,124.406,148.768,307.306,,,,,101.653,96.72,,,,276.022
3163,215.106,207.02,286.456,117.444,,214.35,215.635,,,124.206,148.568,307.206,,,,,101.737,96.804,,,,275.905
3164,214.901,206.848,286.264,117.23,,214.209,215.619,,,124.006,148.368,307.106,,,,,101.82,96.887,,,,275.788
3165,214.696,206.693,286.102,117.016,,214.068,215.592,,,123.806,148.168,307.006,,,,,101.904,96.971,,,,275.672
3166,214.491,206.561,285.932,116.802,,213.927,215.363,,,123.606,147.968,306.906,,,,,101.987,97.054,,,,275.555
3167,214.271,206.417,285.743,116.588,,213.786,215.133,,,123.406,147.768,306.806,,,,,102.071,97.138,,,,275.438
3168,214.051,206.214,285.563,116.374,,213.644,214.903,,,123.206,147.568,306.706,,,,,102.154,97.221,,,,275.322
3169,213.831,206.061,285.403,116.267,,213.503,214.674,,,123.006,147.368,306.606,,,,,102.238,97.305,,,,275.205
3170,213.611,205.881,285.219,116.16,,213.362,214.444,,,122.806,147.168,306.506,,,,,102.321,97.388,,,,275.088
3171,213.392,205.734,285.03,116.053,,213.235,214.198,,,122.606,146.968,306.406,,,,,102.405,97.471,,,,274.972
3172,213.172,205.558,284.855,115.946,,213.108,213.952,,,122.406,146.768,306.306,,,,,102.488,97.555,,,,274.855
3173,212.952,205.356,284.714,115.839,,212.981,213.706,,,122.206,146.568,306.206,,,,,102.572,97.638,,,,274.738
3174,212.747,205.161,284.536,115.732,,212.854,213.46,,,122.006,146.368,306.106,,,,,102.655,97.722,,,,274.622
3175,212.542,205.009,284.366,115.482,,212.727,213.214,,,121.806,146.168,306.006,,,,,102.738,97.805,,,,274.505
3176,212.337,204.815,284.196,115.232,,212.6,212.968,,,121.606,145.968,305.906,,,,,102.822,97.889,,,,274.388
3177,212.132,204.653,284.061,114.983,,212.473,212.738,,,121.406,145.768,305.806,,,,,102.905,97.972,,,,274.272
3178,211.926,204.498,283.907,114.733,,212.332,212.508,,,121.206,145.568,305.706,,,,,102.989,98.056,,,,274.155
3179,211.721,204.272,283.748,114.483,,212.191,212.279,,,121.006,145.368,305.606,,,,,103.072,98.139,,,,274.038
3180,211.516,204.105,283.585,114.234,,212.05,212.049,,,120.806,145.168,305.506,,,,,103.156,98.223,,,,273.922
3181,211.311,203.932,283.455,113.984,,211.908,211.819,,,120.606,144.968,305.406,,,,,103.239,98.306,,,,273.805
3182,211.106,203.76,283.266,113.734,,211.767,211.589,,,120.406,144.768,305.306,,,,,103.323,98.39,,,,273.688
3183,210.901,203.569,283.093,113.484,,211.626,211.36,,,120.206,144.568,305.206,,,,,103.406,98.473,,,,273.572
3184,210.696,203.424,282.934,113.235,,211.485,211.13,,,120.006,144.368,305.106,,,,,103.49,98.557,,,,273.455
3185,210.49,203.255,282.776,112.985,,211.344,210.9,,,119.806,144.168,305.006,,,,,103.573,98.64,,,,273.338
3186,210.285,203.053,282.58,112.735,,211.203,210.671,,,119.606,143.968,304.906,,,,,103.616,98.724,,,,273.221
3187,210.08,202.896,282.393,112.486,,210.968,210.441,,,119.406,143.768,304.806,,,,,103.66,98.807,,,,273.105
3188,209.89,202.734,282.231,112.236,,210.671,210.211,,,119.206,143.568,304.706,,,,,103.703,98.891,,,,272.988
3189,209.699,202.55,282.09,111.986,,210.374,209.998,,,119.006,143.368,304.606,,,,,103.746,98.974,,,,272.871
3190,209.509,202.349,281.939,111.736,,210.077,209.785,,,118.806,143.168,304.506,,,,,103.789,99.057,,,,272.755
3191,209.318,202.149,281.806,111.487,,209.78,209.572,,,118.606,142.968,304.406,,,,,103.832,99.141,,,,272.638
3192,209.128,201.934,281.602,111.219,,209.483,209.358,,,118.406,142.768,304.306,,,,,103.875,99.224,,,,272.521
3193,208.937,201.733,281.408,110.951,,209.186,209.145,,,118.206,142.568,304.206,,,,,103.919,99.308,,,,272.405
3194,208.747,201.55,281.275,110.684,,208.889,208.932,,,118.006,142.368,304.106,,,,,103.962,99.391,,,,272.288
3195,208.542,201.381,281.092,110.416,,208.578,208.719,,,117.806,142.168,304.006,,,,,104.005,99.475,,,,272.171
3196,208.337,201.205,280.888,110.149,,208.267,208.489,,,117.606,141.968,303.906,,,,,104.048,99.558,,,,272.055
3197,208.131,201.05,280.755,109.881,,207.956,208.259,,,117.406,141.768,303.806,,,,,104.091,99.642,,,,271.938
3198,207.926,200.85,280.557,109.632,,207.645,208.03,,,117.206,141.568,303.706,,,,,104.134,99.725,,,,271.821
3199,207.721,200.688,280.375,109.382,,207.334,207.8,,,117.006,141.368,303.606,,,,,104.178,99.809,,,,271.705
3200,207.516,200.536,280.189,109.132,,207.023,207.57,,,116.806,141.168,303.506,,,,,104.221,99.892,,,,271.588
3201,207.311,200.379,280.061,108.882,,206.712,207.34,,,116.606,140.968,303.406,,,,,104.264,99.976,,,,271.471
3202,207.106,200.199,279.927,108.633,,206.401,207.111,,,116.406,140.768,303.306,,,,,104.307,100.059,,,,271.355
3203,206.881,199.982,279.772,108.383,,206.09,206.881,,,116.206,140.568,303.206,,,,,104.35,100.143,,,,271.238
3204,206.651,199.784,279.579,108.133,,205.779,206.651,,,116.006,140.368,303.106,,,,,104.394,100.226,,,,271.121
3205,206.422,199.606,279.436,107.812,,205.468,206.422,,,115.806,140.168,303.006,,,,,104.437,100.31,,,,271.005
3206,206.192,199.41,279.299,107.473,,205.157,206.192,,,115.606,139.968,302.906,,,,,104.48,100.393,,,,270.888
3207,205.962,199.232,279.103,107.134,,204.846,205.962,,,115.406,139.768,302.806,,,,,104.523,100.476,,,,270.771
3208,205.733,199.031,278.921,106.794,,204.535,205.733,,,115.206,139.568,302.706,,,,,104.566,100.56,,,,270.655
3209,205.503,198.869,278.768,106.455,,204.238,205.503,,,115.006,139.368,302.606,,,,,104.609,100.643,,,,270.538
3210,205.273,198.722,278.626,106.096,,203.941,205.273,,,114.806,139.168,302.506,,,,,104.653,100.727,,,,270.421
3211,205.044,198.535,278.442,105.736,,203.644,205.044,,,114.606,138.968,302.406,,,,,104.696,100.81,,,,270.305
3212,204.814,198.334,278.253,105.377,,203.347,204.814,,,114.406,138.768,302.306,,,,,104.739,100.894,,,,270.188
3213,204.584,198.125,278.115,105.018,,203.05,204.584,,,114.206,138.568,302.206,,,,,104.782,100.977,,,,270.023
3214,204.338,197.898,277.958,104.658,,202.753,204.338,,,114.006,138.368,302.105,,,,,104.825,101.061,,,,269.859
3215,204.092,197.741,277.787,104.299,,202.456,204.092,,,113.806,138.168,302.005,,,,,104.868,101.144,,,,269.694
3216,203.846,197.587,277.595,103.94,,202.145,203.846,,,113.606,137.968,301.905,,,,,104.912,101.228,,,,269.529
3217,203.6,197.451,277.411,103.581,,201.834,203.6,,,113.406,137.768,301.805,,,,,104.955,101.311,,,,269.364
3218,203.354,197.268,277.223,103.221,,201.523,203.354,,,113.206,137.568,301.705,,,,,104.998,101.395,,,,269.2
3219,203.108,197.042,277.042,102.862,,201.212,203.108,,,113.006,137.368,301.605,,,,,105.041,101.478,,,,269.035
3220,202.862,196.85,276.884,102.503,,200.901,202.862,,,112.806,137.168,301.505,,,,,105.084,101.562,,,,268.87
3221,202.632,196.656,276.706,102.143,,200.59,202.632,,,112.606,136.968,301.405,,,,,105.127,101.645,,,,268.706
3222,202.402,196.492,276.565,101.784,,200.279,202.402,,,112.406,136.768,301.305,,,,,105.171,101.729,,,,268.541
3223,202.173,196.346,276.4,101.425,,199.996,202.173,,,112.206,136.568,301.205,,,,,105.214,101.812,,,,268.376
3224,201.943,196.153,276.233,101.065,,199.769,201.943,,,112.006,136.368,301.105,,,,,105.257,101.896,,,,268.211
3225,201.713,195.943,276.05,100.706,,199.543,201.713,,,111.806,136.168,301.005,,,,,105.3,101.979,,,,268.047
3226,201.484,195.752,275.89,100.347,,199.317,201.484,,,111.606,135.968,300.905,,,,,105.343,102.062,,,,267.882
3227,201.353,195.543,275.699,99.988,,199.091,201.353,,,111.406,135.768,300.805,,,,,105.387,102.146,,,,267.717
3228,201.221,195.369,275.544,99.628,,198.864,201.221,,,111.206,135.568,300.705,,,,,105.43,102.229,,,,267.552
3229,201.09,195.169,275.401,99.269,,198.638,201.09,,,111.006,135.368,300.605,,,,,105.473,102.313,,,,267.388
3230,200.959,194.963,275.24,98.93,,198.412,200.959,,,110.806,135.168,300.505,,,,,105.516,102.396,,,,267.223
3231,200.828,194.769,275.094,98.59,,198.186,200.828,,,110.606,134.968,300.405,,,,,105.559,102.48,,,,267.058
3232,200.696,194.576,274.913,98.251,,197.96,200.696,,,110.406,134.768,300.305,,,,,105.602,102.563,,,,266.893
3233,200.549,194.411,274.755,97.912,,197.733,200.549,,,110.206,134.568,300.205,,,,,105.646,102.647,,,,266.729
3234,200.401,194.206,274.607,97.572,,197.507,200.401,,,110.006,134.368,300.105,,,,,105.689,102.73,,,,266.564
3235,200.253,194.032,274.41,97.233,,197.281,200.253,,,109.806,134.168,300.005,,,,,105.732,102.814,,,,266.399
3236,200.106,193.861,274.275,96.874,,197.055,200.106,,,109.606,133.968,299.905,,,,,105.775,102.897,,,,266.234
3237,199.958,193.65,274.071,96.514,,196.828,199.958,,,109.406,133.768,299.805,,,,,105.818,102.981,,,,266.07
3238,199.81,193.462,273.913,96.155,,196.602,199.81,,,109.206,133.568,299.705,,,,,105.861,103.064,,,,265.905
3239,199.663,193.287,273.742,95.796,,196.376,199.663,,,109.006,133.368,299.605,,,,,105.905,103.148,,,,265.74
3240,199.515,193.154,273.563,95.436,,196.15,199.515,,,108.806,133.168,299.505,,,,,105.948,103.231,,,,265.576
3241,199.368,192.993,273.4,95.097,,195.924,199.368,,,108.606,132.968,299.405,,,,,105.991,103.315,,,,265.411
3242,199.22,192.849,273.222,94.758,,195.697,199.22,,,108.406,132.768,299.305,,,,,106.034,103.398,,,,265.246
3243,199.072,192.701,273.038,94.418,,195.471,199.072,,,108.206,132.568,299.205,,,,,106.077,103.482,,,,265.081
3244,198.925,192.523,272.888,94.079,,195.245,198.925,,,108.006,132.368,299.105,,,,,106.12,103.565,,,,264.917
3245,198.793,192.341,272.722,93.74,,195.019,198.793,,,107.806,132.168,299.005,,,,,106.164,103.608,,,,264.752
3246,198.662,192.158,272.54,93.361,,194.792,198.662,,,107.606,131.968,298.905,,,,,106.207,103.651,,,,264.587
3247,198.531,192.019,272.391,92.981,,194.566,198.531,,,107.406,131.768,298.805,,,,,106.25,103.695,,,,264.422
3248,198.4,191.793,272.186,92.602,,194.34,198.4,,,107.206,131.568,298.705,,,,,106.293,103.738,,,,264.258
3249,198.268,191.618,272.007,92.223,,194.114,198.268,,,107.006,131.368,298.605,,,,,106.336,103.781,,,,264.093
3250,198.137,191.432,271.825,91.843,,193.887,198.137,,,106.806,131.168,298.505,,,,,106.38,103.824,,,,263.928
3251,198.006,191.287,271.632,91.504,,193.661,198.006,,,106.606,130.968,298.405,,,,,106.423,103.867,,,,263.763
3252,197.928,191.11,271.479,91.165,,193.435,197.928,,,106.406,130.768,298.305,,,,,106.466,103.91,,,,263.599
3253,197.716,190.937,271.278,90.826,,193.209,197.716,,,106.206,130.568,298.205,,,,,106.509,103.954,,,,263.434
3254,197.504,190.742,271.081,90.486,,192.983,197.504,,,106.006,130.368,298.105,,,,,106.552,103.997,,,,263.269
3255,197.292,190.552,270.913,90.147,,192.756,197.292,,,105.806,130.168,298.005,,,,,106.595,104.04,,,,263.105
3256,197.096,190.323,270.773,89.788,,192.53,197.096,,,105.606,129.968,297.905,,,,,106.639,104.083,,,,262.94
3257,196.9,190.102,270.614,89.428,,192.304,196.9,,,105.406,129.768,297.805,,,,,106.685,104.126,,,,262.775
3258,196.704,189.895,270.413,89.069,,192.078,196.704,,,105.206,129.568,297.705,,,,,106.731,104.169,,,,262.61
3259,196.508,189.745,270.213,88.71,,191.851,196.508,,,105.006,129.368,297.605,,,,,106.777,104.213,,,,262.446
3260,196.312,189.538,270.035,88.35,,191.752,196.312,,,104.806,129.168,297.505,,,,,106.823,104.256,,,,262.281
3261,196.117,189.325,269.872,88.33,,191.654,196.117,,,104.606,128.968,297.405,,,,,106.869,104.299,,,,262.116
3262,195.904,189.158,269.687,88.31,,191.555,195.904,,,104.406,128.768,297.305,,,,,106.915,104.342,,,,261.951
3263,195.692,188.992,269.521,88.29,,191.456,195.692,,,104.206,128.568,297.205,,,,,106.961,104.385,,,,261.787
3264,195.48,188.781,269.344,88.271,,191.245,195.48,,,104.006,128.368,297.105,,,,,107.007,104.428,,,,261.622
3265,195.268,188.611,269.213,88.251,,191.146,195.268,,,103.806,128.168,297.005,,,,,107.053,104.472,,,,261.457
3266,195.056,188.391,269.024,88.251,,191.047,195.056,,,103.606,127.968,296.905,,,,,107.099,104.515,,,,261.292
3267,194.844,188.186,268.826,88.251,,190.949,194.844,,,103.406,127.768,296.805,,,,,107.145,104.558,,,,261.128
3268,194.632,188.01,268.643,88.251,,190.85,194.632,,,103.206,127.568,296.705,,,,,107.191,104.601,,,,260.963
3269,194.615,187.815,268.447,88.251,,190.751,194.615,,,103.006,127.368,296.605,,,,,107.237,104.644,,,,260.798
3270,194.599,187.63,268.247,88.251,,190.652,194.599,,,102.806,127.168,296.505,,,,,107.283,104.688,,,,260.634
3271,194.583,187.433,268.1,88.231,,190.553,194.583,,,102.606,126.968,296.405,,,,,107.329,104.731,,,,260.469
3272,194.566,187.208,267.922,88.211,,190.455,194.566,,,102.406,126.768,296.305,,,,,107.375,104.774,,,,260.304
3273,194.55,187.039,267.762,88.191,,190.356,194.55,,,102.206,126.568,296.205,,,,,107.421,104.817,,,,260.139
3274,194.534,186.887,267.576,88.171,,190.257,194.534,,,102.006,126.368,296.105,,,,,107.468,104.86,,,,259.975
3275,194.517,186.713,267.396,88.151,,190.158,194.517,,,101.806,126.168,296.005,,,,,107.514,104.903,,,,259.81
3276,194.501,186.507,267.205,88.111,,190.059,194.501,,,101.606,125.968,295.905,,,,,107.56,104.947,,,,259.645
3277,194.485,186.291,267.01,88.071,,189.961,194.485,,,101.406,125.768,295.805,,,,,107.606,104.99,,,,259.48
3278,194.468,186.063,266.816,88.031,,189.862,194.468,,,101.206,125.568,295.705,,,,,107.652,105.033,,,,259.316
3279,194.452,185.85,266.652,87.991,,189.763,194.452,,,101.006,125.368,295.605,,,,,107.698,105.076,,,,259.151
3280,194.436,185.674,266.471,87.951,,189.65,194.436,,,100.806,125.168,295.505,,,,,107.744,105.119,,,,258.986
3281,194.436,185.453,266.299,87.911,,189.537,194.436,,,100.606,124.968,295.405,,,,,107.79,105.162,,,,258.821
3282,194.436,185.244,266.164,87.891,,189.424,194.436,,,100.406,124.768,295.305,,,,,107.836,105.206,,,,258.657
3283,194.436,185.083,266.017,87.871,,189.311,194.436,,,100.206,124.568,295.205,,,,,107.882,105.249,,,,258.492
3284,194.436,184.906,265.875,87.851,,189.198,194.436,,,100.006,124.368,295.105,,,,,107.928,105.292,,,,258.327
3285,194.436,184.742,265.698,87.831,,189.085,194.436,,,99.806,124.168,295.005,,,,,107.974,105.335,,,,258.163
3286,194.436,184.521,265.522,87.811,,188.973,194.436,,,99.606,123.968,294.905,,,,,108.02,105.378,,,,257.998
3287,194.419,184.356,265.321,87.811,,188.874,194.419,,,99.406,123.768,294.805,,,,,108.066,105.422,,,,257.833
3288,194.403,184.188,265.158,87.811,,188.775,194.403,,,99.206,123.568,294.705,,,,,108.112,105.465,,,,257.469
3289,194.387,184.05,264.994,87.811,,188.676,194.387,,,99.006,123.368,294.605,,,,,108.158,105.508,,,,257.106
3290,194.37,183.901,264.849,87.811,,188.577,194.37,,,98.806,123.168,294.505,,,,,108.204,105.551,,,,256.742
3291,194.354,183.751,264.719,87.811,,188.479,194.354,,,98.606,122.968,294.405,,,,,108.25,105.594,,,,256.378
3292,194.338,183.577,264.518,87.791,,188.38,194.338,,,98.406,122.768,294.305,,,,,108.296,105.637,,,,256.014
3293,194.321,183.361,264.378,87.771,,188.281,194.321,,,98.206,122.568,294.205,,,,,108.34,105.681,,,,255.65
3294,194.321,183.202,264.208,87.752,,188.281,194.321,,,98.006,122.368,294.105,,,,,108.383,105.724,,,,255.287
